Spell,Publisher,Source,Concentration,Ritual,Rare Spell Count,Spell Level,Artificer,Bard,Cleric,Druid,Elementalist,Herald,Sorcerer,Warlock,Wielder,Witch,Wizard,Classical School,acid,affliction,air,arcane,architecture,attack,beasts,chaos,cold,communication,compulsion,control,displacement,divine,earth,enhancement,evil,fear,fire,force,good,healing,knowledge,law,lightning,movement,nature,necrotic,negation,object,obscurement,planar,plants,poison,prismatic,protection,psionic,psychic,radiant,scrying,senses,shadow,shapechanging,sound,storm,summoning,technological,telepathy,teleportation,terrain,thunder,time,transformation,travel,unarmed,undead,utility,water,weaponry,weather,Multiclass
Shadow Spike,Purple Martin Games,"Manual of Adventurous Resources, Vol.3: Light and Dark",0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shapechange,EN Publishing,Adventurer's Guide,1,0,1,9,0,0,0,1,0,0,0,0,0,1,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shatter,EN Publishing,Adventurer's Guide,0,0,0,2,1,1,0,0,0,0,1,1,0,1,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shattering Barrage,EN Publishing,Adventurer's Guide,0,0,1,2,0,1,1,0,0,0,1,1,0,1,1,Evocation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shield,EN Publishing,Adventurer's Guide,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Abjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shield of Faith,EN Publishing,Adventurer's Guide,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shifting the Odds,Ravine,Agent of the Magus,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,Divination,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shillelagh,EN Publishing,Adventurer's Guide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Shine Down,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Evocation,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shocking Grasp,EN Publishing,Adventurer's Guide,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,Evocation,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shocking Revelation,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shockwave Spear,Ravine,Pamphlet to Arcane Weaponry,1,0,3,3,1,0,0,1,0,0,1,0,0,0,1,Conjuration,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Shroud of Glory,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,2,0,0,1,0,0,1,0,0,1,1,0,Illusion,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silence,EN Publishing,Adventurer's Guide,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,Illusion,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silent Image,EN Publishing,Adventurer's Guide,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,Illusion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silver Shield,EN Publishing,Gate Pass Gazette #6,1,0,0,3,0,0,1,0,0,1,0,0,0,0,1,Illusion,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simulacrum,EN Publishing,Adventurer's Guide,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Illusion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Siphon Healing,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,2,0,1,1,1,0,0,0,1,0,1,0,Necromancy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skeletal Hands,EN Publishing,Dungeon Delver's Guide,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,Necromancy,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skull Bomb,Ace's Adventuring Guides,Ace's Adventuring Guide to Necromancy: A Supplement,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,Necromancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleep,EN Publishing,Adventurer's Guide,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,Enchantment,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleet Storm,EN Publishing,Adventurer's Guide,1,0,0,2,0,0,0,1,0,0,1,0,0,1,1,Conjuration,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Slow,EN Publishing,Adventurer's Guide,1,0,0,3,0,0,0,0,0,0,1,0,0,1,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Smoking Weapon,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Snowball,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,3,0,0,1,1,1,0,1,0,0,0,1,Conjuration,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solid Ground,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,4,0,0,1,1,1,0,0,0,0,0,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Soul Shatter,Ace's Adventuring Guides,Ace's Adventuring Guide to Necromancy: A Supplement,0,0,0,6,0,0,0,0,0,0,1,1,0,0,1,Necromancy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soulwrought Fists,EN Publishing,Adventurer's Guide,1,0,0,2,0,0,1,0,0,0,1,0,0,0,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Spare the Dying,EN Publishing,Adventurer's Guide,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,Necromancy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speak with Animals,EN Publishing,Adventurer's Guide,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,Divination,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Speak with Dead,EN Publishing,Adventurer's Guide,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,Necromancy,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Speak with Plants,EN Publishing,Adventurer's Guide,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,Transmutation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Spider Climb,EN Publishing,Adventurer's Guide,1,0,1,2,1,0,0,0,0,0,1,1,0,0,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Spike Growth,EN Publishing,Adventurer's Guide,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spirit Guardians,EN Publishing,Adventurer's Guide,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spiritual Weapon,EN Publishing,Adventurer's Guide,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,Evocation,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporesight,EN Publishing,Adventurer's Guide,1,0,1,7,0,0,0,1,0,0,1,1,0,1,1,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steal Breath,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,4,0,0,0,1,0,0,1,1,0,1,1,Enchantment,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stinking Cloud,EN Publishing,Adventurer's Guide,1,0,1,3,0,1,0,0,0,0,1,0,0,1,1,Conjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stomach Purge,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,2,0,1,1,0,0,0,0,1,0,1,1,Enchantment,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stone Sentinel,EN Publishing,Gate Pass Gazette #6,0,0,0,5,0,0,1,0,0,1,0,0,0,0,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stone Shape,EN Publishing,Adventurer's Guide,0,0,0,4,1,0,1,1,0,0,0,0,0,0,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stonesense,EN Publishing,Dungeon Delver's Guide,0,0,0,3,0,0,1,1,0,1,1,0,0,0,1,Divination,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stoneskin,EN Publishing,Adventurer's Guide,1,0,0,4,1,0,0,1,0,0,1,0,0,0,1,Abjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm Kick,EN Publishing,Adventurer's Guide,0,0,0,5,1,0,1,1,0,0,1,0,0,0,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Storm of Vengeance,EN Publishing,Adventurer's Guide,1,0,0,9,0,0,0,1,0,0,0,0,0,1,0,Conjuration,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Studied Defense,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ranger
Studied Diplomacy,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,Enchantment,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ranger
Subvito,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,2,0,0,0,1,0,0,0,1,0,1,1,Necromancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sufferer's Pact,EN Publishing,Adventurer's Guide,0,0,1,3,0,1,0,1,0,1,0,1,0,0,0,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sufferer's Strike,EN Publishing,Adventurer's Guide,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,Evocation,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suggestion,EN Publishing,Adventurer's Guide,1,0,0,2,0,1,0,0,0,0,1,1,0,1,1,Enchantment,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunbeam,EN Publishing,Adventurer's Guide,1,0,0,6,0,0,0,1,0,0,1,0,0,0,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunburst,EN Publishing,Adventurer's Guide,0,0,1,8,0,0,0,1,0,0,1,0,0,0,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swarm Strike,Purple Martin Games,"Manual of Adventurous Resources, Vol.1: Wilderness",0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,Conjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Symbol,EN Publishing,Adventurer's Guide,0,0,0,7,0,1,1,0,0,0,0,0,0,1,1,Abjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tearful Sonnet,EN Publishing,Adventurer's Guide,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,Enchantment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telekinesis,EN Publishing,Adventurer's Guide,1,0,0,5,0,0,0,0,0,0,1,0,0,0,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telepathic Bond,EN Publishing,Adventurer's Guide,0,1,1,5,0,0,0,0,0,0,0,0,0,1,1,Evocation,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Teleport,EN Publishing,Adventurer's Guide,0,1,0,7,0,1,0,0,0,0,1,0,0,1,1,Conjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Teleportation Circle,EN Publishing,Adventurer's Guide,0,0,0,5,1,1,0,0,0,0,1,0,0,0,1,Conjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Temporal Banishment,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,5,0,0,0,0,0,0,1,0,0,1,1,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Thaumaturgy,EN Publishing,Adventurer's Guide,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thrown Punches,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,Evocation,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Adept
Thunder Bolt,EN Publishing,Dungeon Delver's Guide,0,0,1,4,0,1,0,1,0,0,1,0,0,0,1,Evocation,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Thunderstrike,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Thunderwave,EN Publishing,Adventurer's Guide,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Time Stop,EN Publishing,Adventurer's Guide,0,0,0,9,0,0,0,0,0,0,1,0,0,0,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Timeskip,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Conjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tinkerer's Measure,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Divination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tiny Hut,EN Publishing,Adventurer's Guide,0,1,0,3,0,1,0,0,0,0,0,0,0,1,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tongues,EN Publishing,Adventurer's Guide,0,0,0,3,0,1,1,0,0,0,1,1,0,1,1,Divination,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trace Magic Aura,EN Publishing,Gate Pass Gazette #6,1,0,1,2,0,0,1,0,0,1,0,0,0,0,1,Divination,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
